País,Variable,Código CINE,Nivel CINE,Grado,Población,2018,2019,2020,2021,2022,2023
Argentina,𝐼𝑅𝐴𝑔𝑀,CINE-2,Educación secundaria baja,,Urbano,,,,,,
Argentina,𝐼𝑅𝐴𝑔𝑀,CINE-2,Educación secundaria baja,,Rural,,,,,,
Argentina,𝐼𝑅𝐴𝑔𝑀,CINE-3,Educación secundaria alta,,Total,,,,,,
Argentina,𝐼𝑅𝐴𝑔𝑀,CINE-3,Educación secundaria alta,,Hombres,,,,,,
Argentina,𝐼𝑅𝐴𝑔𝑀,CINE-3,Educación secundaria alta,,Mujeres,,,,,,
Argentina,𝐼𝑅𝐴𝑔𝑀,CINE-3,Educación secundaria alta,,Urbano,,,,,,
Argentina,𝐼𝑅𝐴𝑔𝑀,CINE-3,Educación secundaria alta,,Rural,,,,,,
Argentina,"𝐼𝐺𝑛,𝑔𝑀",CINE-1,Educación primaria,,Total,,,,,,
Argentina,"𝐼𝐺𝑛,𝑔𝑀",CINE-1,Educación primaria,,Hombres,,,,,,
Argentina,"𝐼𝐺𝑛,𝑔𝑀",CINE-1,Educación primaria,,Mujeres,,,,,,
Argentina,"𝐼𝐺𝑛,𝑔𝑀",CINE-2,Educación secundaria baja,,Total,,,,,,
Argentina,"𝐼𝐺𝑛,𝑔𝑀",CINE-2,Educación secundaria baja,,Hombres,,,,,,
Argentina,"𝐼𝐺𝑛,𝑔𝑀",CINE-2,Educación secundaria baja,,Mujeres,,,,,,
Argentina,"𝐼𝐺𝑛,𝑔𝑀",CINE-3,Educación secundaria alta,,Total,,,,,,
Argentina,"𝐼𝐺𝑛,𝑔𝑀",CINE-3,Educación secundaria alta,,Hombres,,,,,,
Argentina,"𝐼𝐺𝑛,𝑔𝑀",CINE-3,Educación secundaria alta,,Mujeres,,,,,,
Argentina,"𝐼𝐺𝑛,𝑔",CINE-1,Educación primaria,,Total,,,,,,
Argentina,"𝐼𝐺𝑛,𝑔",CINE-1,Educación primaria,,Hombres,,,,,,
Argentina,"𝐼𝐺𝑛,𝑔",CINE-1,Educación primaria,,Mujeres,,,,,,
Argentina,"𝐼𝐺𝑛,𝑔",CINE-2,Educación secundaria baja,,Total,,,,,,
Argentina,"𝐼𝐺𝑛,𝑔",CINE-2,Educación secundaria baja,,Hombres,,,,,,
Argentina,"𝐼𝐺𝑛,𝑔",CINE-2,Educación secundaria baja,,Mujeres,,,,,,
Argentina,"𝐼𝐺𝑛,𝑔",CINE-3,Educación secundaria alta,,Total,,,,,,
Argentina,"𝐼𝐺𝑛,𝑔",CINE-3,Educación secundaria alta,,Hombres,,,,,,
Argentina,"𝐼𝐺𝑛,𝑔",CINE-3,Educación secundaria alta,,Mujeres,,,,,,
Chile,𝐼𝑔𝑀,CINE-02,Educación pre-primaria,,Total,14179,13654,11974,10623,17954,
Chile,𝐼𝑔𝑀,CINE-02,Educación pre-primaria,,Hombres,7588,7543,6931,6364,10401,
Chile,𝐼𝑔𝑀,CINE-02,Educación pre-primaria,,Mujeres,6591,6111,5043,4259,7553,
Chile,𝐼𝑔𝑀,CINE-02,Educación pre-primaria,,Urbano,13474,13012,11373,10101,17027,
Chile,𝐼𝑔𝑀,CINE-02,Educación pre-primaria,,Rural,705,642,601,522,927,
Chile,𝐼𝑔𝑀,CINE-1,Educación primaria,1,Total,8869,12080,13136,13841,18147,
Chile,𝐼𝑔𝑀,CINE-1,Educación primaria,1,Hombres,4878,6613,7396,7753,10243,
Chile,𝐼𝑔𝑀,CINE-1,Educación primaria,1,Mujeres,3991,5467,5740,6088,7904,
Chile,𝐼𝑔𝑀,CINE-1,Educación primaria,1,Urbano,8450,11620,12582,13338,17347,
Chile,𝐼𝑔𝑀,CINE-1,Educación primaria,1,Rural,419,460,554,503,800,
Chile,𝐼𝑔𝑀,CINE-1,Educación primaria,2,Total,8571,12047,13584,14017,17906,
Chile,𝐼𝑔𝑀,CINE-1,Educación primaria,2,Hombres,4669,6635,7707,7965,10012,
Chile,𝐼𝑔𝑀,CINE-1,Educación primaria,2,Mujeres,3902,5412,5877,6052,7894,
Chile,𝐼𝑔𝑀,CINE-1,Educación primaria,2,Urbano,8156,11530,13062,13482,17147,
Chile,𝐼𝑔𝑀,CINE-1,Educación primaria,2,Rural,415,517,522,535,759,
Chile,𝐼𝑔𝑀,CINE-1,Educación primaria,3,Total,8430,11811,13429,14568,18129,
Chile,𝐼𝑔𝑀,CINE-1,Educación primaria,3,Hombres,4508,6418,7657,8272,10261,
Chile,𝐼𝑔𝑀,CINE-1,Educación primaria,3,Mujeres,3922,5393,5772,6296,7868,
Chile,𝐼𝑔𝑀,CINE-1,Educación primaria,3,Urbano,8069,11291,12850,14039,17374,
Chile,𝐼𝑔𝑀,CINE-1,Educación primaria,3,Rural,361,520,579,529,755,
Chile,𝐼𝑔𝑀,CINE-1,Educación primaria,4,Total,8080,11467,13052,14491,18472,
Chile,𝐼𝑔𝑀,CINE-1,Educación primaria,4,Hombres,4368,6194,7312,8227,10351,
Chile,𝐼𝑔𝑀,CINE-1,Educación primaria,4,Mujeres,3712,5273,5740,6264,8121,
Chile,𝐼𝑔𝑀,CINE-1,Educación primaria,4,Urbano,7713,11007,12494,13922,17718,
Chile,𝐼𝑔𝑀,CINE-1,Educación primaria,4,Rural,367,460,558,569,754,
Chile,𝐼𝑔𝑀,CINE-1,Educación primaria,5,Total,7829,11222,12779,14043,18216,
Chile,𝐼𝑔𝑀,CINE-1,Educación primaria,5,Hombres,4231,6120,7054,7971,10192,
Chile,𝐼𝑔𝑀,CINE-1,Educación primaria,5,Mujeres,3598,5102,5725,6072,8024,
Chile,𝐼𝑔𝑀,CINE-1,Educación primaria,5,Urbano,7512,10744,12221,13463,17444,
Chile,𝐼𝑔𝑀,CINE-1,Educación primaria,5,Rural,317,478,558,580,772,
Chile,𝐼𝑔𝑀,CINE-1,Educación primaria,6,Total,7793,10631,12391,13735,17585,
Chile,𝐼𝑔𝑀,CINE-1,Educación primaria,6,Hombres,4138,5807,6934,7638,9862,
Chile,𝐼𝑔𝑀,CINE-1,Educación primaria,6,Mujeres,3655,4824,5457,6097,7723,
Chile,𝐼𝑔𝑀,CINE-1,Educación primaria,6,Urbano,7451,10207,11864,13177,16812,
Chile,𝐼𝑔𝑀,CINE-1,Educación primaria,6,Rural,342,424,527,558,773,
Chile,𝐼𝑔𝑀,CINE-1,Educación primaria,7,Total,,,,,,
Chile,𝐼𝑔𝑀,CINE-1,Educación primaria,7,Hombres,,,,,,
Chile,𝐼𝑔𝑀,CINE-1,Educación primaria,7,Mujeres,,,,,,
Chile,𝐼𝑔𝑀,CINE-1,Educación primaria,7,Urbano,,,,,,
Chile,𝐼𝑔𝑀,CINE-1,Educación primaria,7,Rural,,,,,,
Chile,𝐼𝑔𝑀,CINE-1,Educación primaria,,Total,49572,69258,78371,84695,108455,
Chile,𝐼𝑔𝑀,CINE-1,Educación primaria,,Hombres,26792,37787,44060,47826,60921,
Chile,𝐼𝑔𝑀,CINE-1,Educación primaria,,Mujeres,22780,31471,34311,36869,47534,
Chile,𝐼𝑔𝑀,CINE-1,Educación primaria,,Urbano,47351,66399,75073,81421,103842,
Chile,𝐼𝑔𝑀,CINE-1,Educación primaria,,Rural,2221,2859,3298,3274,4613,
Chile,𝐼𝑔𝑀,CINE-2,Educación secundaria baja,1,Total,7875,10670,11997,13325,17550,
Chile,𝐼𝑔𝑀,CINE-2,Educación secundaria baja,1,Hombres,4217,5720,6687,7463,9694,
Chile,𝐼𝑔𝑀,CINE-2,Educación secundaria baja,1,Mujeres,3658,4950,5310,5862,7856,
Chile,𝐼𝑔𝑀,CINE-2,Educación secundaria baja,1,Urbano,7572,10269,11555,12864,16897,
Chile,𝐼𝑔𝑀,CINE-2,Educación secundaria baja,1,Rural,303,401,442,461,653,
Chile,𝐼𝑔𝑀,CINE-2,Educación secundaria baja,2,Total,7955,10179,11547,12833,16811,
Chile,𝐼𝑔𝑀,CINE-2,Educación secundaria baja,2,Hombres,4183,5416,6248,7145,9330,
Chile,𝐼𝑔𝑀,CINE-2,Educación secundaria baja,2,Mujeres,3772,4763,5299,5688,7481,
Chile,𝐼𝑔𝑀,CINE-2,Educación secundaria baja,2,Urbano,7651,9810,11116,12404,16163,
Chile,𝐼𝑔𝑀,CINE-2,Educación secundaria baja,2,Rural,304,369,431,429,648,
Chile,𝐼𝑔𝑀,CINE-2,Educación secundaria baja,3,Total,,,,,,
Chile,𝐼𝑔𝑀,CINE-2,Educación secundaria baja,3,Hombres,,,,,,
Chile,𝐼𝑔𝑀,CINE-2,Educación secundaria baja,3,Mujeres,,,,,,
Chile,𝐼𝑔𝑀,CINE-2,Educación secundaria baja,3,Urbano,,,,,,
Chile,𝐼𝑔𝑀,CINE-2,Educación secundaria baja,3,Rural,,,,,,
Chile,𝐼𝑔𝑀,CINE-2,Educación secundaria baja,4,Total,,,,,,
Chile,𝐼𝑔𝑀,CINE-2,Educación secundaria baja,4,Hombres,,,,,,
Chile,𝐼𝑔𝑀,CINE-2,Educación secundaria baja,4,Mujeres,,,,,,
Chile,𝐼𝑔𝑀,CINE-2,Educación secundaria baja,4,Urbano,,,,,,
Chile,𝐼𝑔𝑀,CINE-2,Educación secundaria baja,4,Rural,,,,,,
Chile,𝐼𝑔𝑀,CINE-2,Educación secundaria baja,,Total,15830,20849,23544,26158,34361,
Chile,𝐼𝑔𝑀,CINE-2,Educación secundaria baja,,Hombres,8400,11136,12935,14608,19024,
Chile,𝐼𝑔𝑀,CINE-2,Educación secundaria baja,,Mujeres,7430,9713,10609,11550,15337,
Chile,𝐼𝑔𝑀,CINE-2,Educación secundaria baja,,Urbano,15223,20079,22671,25268,33060,
Chile,𝐼𝑔𝑀,CINE-2,Educación secundaria baja,,Rural,607,770,873,890,1301,
Chile,𝐼𝑔𝑀,CINE-3,Educación secundaria alta,,Total,15938,22723,26087,29645,37551,
Chile,𝐼𝑔𝑀,CINE-3,Educación secundaria alta,,Hombres,7943,11560,13427,15385,19612,
Chile,𝐼𝑔𝑀,CINE-3,Educación secundaria alta,,Mujeres,7995,11163,12660,14260,17939,
Chile,𝐼𝑔𝑀,CINE-3,Educación secundaria alta,,Urbano,15721,22416,25715,29244,36994,
Chile,𝐼𝑔𝑀,CINE-3,Educación secundaria alta,,Rural,217,307,372,401,557,
Chile,𝐼𝑅𝑔𝑀,CINE-1,Educación primaria,1,Total,248,412,400,164,337,
Chile,𝐼𝑅𝑔𝑀,CINE-1,Educación primaria,1,Hombres,164,256,261,106,202,
Chile,𝐼𝑅𝑔𝑀,CINE-1,Educación primaria,1,Mujeres,84,156,139,58,135,
Chile,𝐼𝑅𝑔𝑀,CINE-1,Educación primaria,1,Urbano,230,395,379,161,322,
Chile,𝐼𝑅𝑔𝑀,CINE-1,Educación primaria,1,Rural,18,17,21,3,15,
Chile,𝐼𝑅𝑔𝑀,CINE-1,Educación primaria,2,Total,210,299,366,150,291,
Chile,𝐼𝑅𝑔𝑀,CINE-1,Educación primaria,2,Hombres,126,198,235,97,173,
Chile,𝐼𝑅𝑔𝑀,CINE-1,Educación primaria,2,Mujeres,84,101,131,53,118,
Chile,𝐼𝑅𝑔𝑀,CINE-1,Educación primaria,2,Urbano,200,286,354,145,276,
Chile,𝐼𝑅𝑔𝑀,CINE-1,Educación primaria,2,Rural,10,13,12,5,15,
Chile,𝐼𝑅𝑔𝑀,CINE-1,Educación primaria,3,Total,187,291,284,115,289,
Chile,𝐼𝑅𝑔𝑀,CINE-1,Educación primaria,3,Hombres,119,186,190,62,180,
Chile,𝐼𝑅𝑔𝑀,CINE-1,Educación primaria,3,Mujeres,68,105,94,53,109,
Chile,𝐼𝑅𝑔𝑀,CINE-1,Educación primaria,3,Urbano,181,283,268,112,281,
Chile,𝐼𝑅𝑔𝑀,CINE-1,Educación primaria,3,Rural,6,8,16,3,8,
Chile,𝐼𝑅𝑔𝑀,CINE-1,Educación primaria,4,Total,150,210,223,124,211,
Chile,𝐼𝑅𝑔𝑀,CINE-1,Educación primaria,4,Hombres,99,136,155,78,136,
Chile,𝐼𝑅𝑔𝑀,CINE-1,Educación primaria,4,Mujeres,51,74,68,46,75,
Chile,𝐼𝑅𝑔𝑀,CINE-1,Educación primaria,4,Urbano,144,206,216,118,204,
Chile,𝐼𝑅𝑔𝑀,CINE-1,Educación primaria,4,Rural,6,4,7,6,7,
Chile,𝐼𝑅𝑔𝑀,CINE-1,Educación primaria,5,Total,173,234,214,121,204,
Chile,𝐼𝑅𝑔𝑀,CINE-1,Educación primaria,5,Hombres,123,166,154,77,118,
Chile,𝐼𝑅𝑔𝑀,CINE-1,Educación primaria,5,Mujeres,50,68,60,44,86,
Chile,𝐼𝑅𝑔𝑀,CINE-1,Educación primaria,5,Urbano,169,225,202,118,196,
Chile,𝐼𝑅𝑔𝑀,CINE-1,Educación primaria,5,Rural,4,9,12,3,8,
Chile,𝐼𝑅𝑔𝑀,CINE-1,Educación primaria,6,Total,153,242,219,119,245,
Chile,𝐼𝑅𝑔𝑀,CINE-1,Educación primaria,6,Hombres,102,184,158,78,153,
Chile,𝐼𝑅𝑔𝑀,CINE-1,Educación primaria,6,Mujeres,51,58,61,41,92,
Chile,𝐼𝑅𝑔𝑀,CINE-1,Educación primaria,6,Urbano,149,235,213,116,242,
Chile,𝐼𝑅𝑔𝑀,CINE-1,Educación primaria,6,Rural,4,7,6,3,3,
Chile,𝐼𝑅𝑔𝑀,CINE-1,Educación primaria,7,Total,,,,,,
Chile,𝐼𝑅𝑔𝑀,CINE-1,Educación primaria,7,Hombres,,,,,,
Chile,𝐼𝑅𝑔𝑀,CINE-1,Educación primaria,7,Mujeres,,,,,,
Chile,𝐼𝑅𝑔𝑀,CINE-1,Educación primaria,7,Urbano,,,,,,
Chile,𝐼𝑅𝑔𝑀,CINE-1,Educación primaria,7,Rural,,,,,,
Chile,𝐼𝑅𝑔𝑀,CINE-1,Educación primaria,,Total,1121,1688,1706,793,1577,
Chile,𝐼𝑅𝑔𝑀,CINE-1,Educación primaria,,Hombres,733,1126,1153,498,962,
Chile,𝐼𝑅𝑔𝑀,CINE-1,Educación primaria,,Mujeres,388,562,553,295,615,
Chile,𝐼𝑅𝑔𝑀,CINE-1,Educación primaria,,Urbano,1073,1630,1632,770,1521,
Chile,𝐼𝑅𝑔𝑀,CINE-1,Educación primaria,,Rural,48,58,74,23,56,
Chile,𝐼𝑅𝑔𝑀,CINE-2,Educación secundaria baja,1,Total,214,312,265,96,206,
Chile,𝐼𝑅𝑔𝑀,CINE-2,Educación secundaria baja,1,Hombres,129,200,179,64,123,
Chile,𝐼𝑅𝑔𝑀,CINE-2,Educación secundaria baja,1,Mujeres,85,112,86,32,83,
Chile,𝐼𝑅𝑔𝑀,CINE-2,Educación secundaria baja,1,Urbano,202,306,261,93,202,
Chile,𝐼𝑅𝑔𝑀,CINE-2,Educación secundaria baja,1,Rural,12,6,4,3,4,
Chile,𝐼𝑅𝑔𝑀,CINE-2,Educación secundaria baja,2,Total,143,222,144,96,195,
Chile,𝐼𝑅𝑔𝑀,CINE-2,Educación secundaria baja,2,Hombres,82,149,96,58,123,
Chile,𝐼𝑅𝑔𝑀,CINE-2,Educación secundaria baja,2,Mujeres,61,73,48,38,72,
Chile,𝐼𝑅𝑔𝑀,CINE-2,Educación secundaria baja,2,Urbano,140,214,142,93,191,
Chile,𝐼𝑅𝑔𝑀,CINE-2,Educación secundaria baja,2,Rural,3,8,2,3,4,
Chile,𝐼𝑅𝑔𝑀,CINE-2,Educación secundaria baja,3,Total,,,,,,
Chile,𝐼𝑅𝑔𝑀,CINE-2,Educación secundaria baja,3,Hombres,,,,,,
Chile,𝐼𝑅𝑔𝑀,CINE-2,Educación secundaria baja,3,Mujeres,,,,,,
Chile,𝐼𝑅𝑔𝑀,CINE-2,Educación secundaria baja,3,Urbano,,,,,,
Chile,𝐼𝑅𝑔𝑀,CINE-2,Educación secundaria baja,3,Rural,,,,,,
Chile,𝐼𝑅𝑔𝑀,CINE-2,Educación secundaria baja,4,Total,,,,,,
Chile,𝐼𝑅𝑔𝑀,CINE-2,Educación secundaria baja,4,Hombres,,,,,,
Chile,𝐼𝑅𝑔𝑀,CINE-2,Educación secundaria baja,4,Mujeres,,,,,,
Chile,𝐼𝑅𝑔𝑀,CINE-2,Educación secundaria baja,4,Urbano,,,,,,
Chile,𝐼𝑅𝑔𝑀,CINE-2,Educación secundaria baja,4,Rural,,,,,,
Chile,𝐼𝑅𝑔𝑀,CINE-2,Educación secundaria baja,,Total,357,534,409,192,401,
Chile,𝐼𝑅𝑔𝑀,CINE-2,Educación secundaria baja,,Hombres,211,349,275,122,246,
Chile,𝐼𝑅𝑔𝑀,CINE-2,Educación secundaria baja,,Mujeres,146,185,134,70,155,
Chile,𝐼𝑅𝑔𝑀,CINE-2,Educación secundaria baja,,Urbano,342,520,403,186,393,
Chile,𝐼𝑅𝑔𝑀,CINE-2,Educación secundaria baja,,Rural,15,14,6,6,8,
Chile,𝐼𝑅𝑔𝑀,CINE-3,Educación secundaria alta,,Total,431,575,563,395,913,
Chile,𝐼𝑅𝑔𝑀,CINE-3,Educación secundaria alta,,Hombres,266,353,379,248,581,
Chile,𝐼𝑅𝑔𝑀,CINE-3,Educación secundaria alta,,Mujeres,165,222,184,147,332,
Chile,𝐼𝑅𝑔𝑀,CINE-3,Educación secundaria alta,,Urbano,429,572,554,386,900,
Chile,𝐼𝑅𝑔𝑀,CINE-3,Educación secundaria alta,,Rural,2,3,9,9,13,
Chile,𝐼𝑅𝑒𝑔𝑀,CINE-02,Educación pre-primaria,,Total,5,3,3,3,3,
Chile,𝐼𝑅𝑒𝑔𝑀,CINE-02,Educación pre-primaria,,Hombres,3,1,1,2,2,
Chile,𝐼𝑅𝑒𝑔𝑀,CINE-02,Educación pre-primaria,,Mujeres,2,2,2,1,1,
Chile,𝐼𝑅𝑒𝑔𝑀,CINE-02,Educación pre-primaria,,Urbano,5,3,3,2,3,
Chile,𝐼𝑅𝑒𝑔𝑀,CINE-02,Educación pre-primaria,,Rural,0,0,0,1,0,
Chile,𝐼𝑅𝑒𝑔𝑀,CINE-1,Educación primaria,1,Total,188,218,160,150,275,
Chile,𝐼𝑅𝑒𝑔𝑀,CINE-1,Educación primaria,1,Hombres,109,145,101,98,159,
Chile,𝐼𝑅𝑒𝑔𝑀,CINE-1,Educación primaria,1,Mujeres,79,73,59,52,116,
Chile,𝐼𝑅𝑒𝑔𝑀,CINE-1,Educación primaria,1,Urbano,184,209,151,145,262,
Chile,𝐼𝑅𝑒𝑔𝑀,CINE-1,Educación primaria,1,Rural,4,9,9,5,13,
Chile,𝐼𝑅𝑒𝑔𝑀,CINE-1,Educación primaria,2,Total,303,336,355,276,369,
Chile,𝐼𝑅𝑒𝑔𝑀,CINE-1,Educación primaria,2,Hombres,192,221,253,180,220,
Chile,𝐼𝑅𝑒𝑔𝑀,CINE-1,Educación primaria,2,Mujeres,111,115,102,96,149,
Chile,𝐼𝑅𝑒𝑔𝑀,CINE-1,Educación primaria,2,Urbano,282,324,341,262,353,
Chile,𝐼𝑅𝑒𝑔𝑀,CINE-1,Educación primaria,2,Rural,21,12,14,14,16,
Chile,𝐼𝑅𝑒𝑔𝑀,CINE-1,Educación primaria,3,Total,406,436,480,465,545,
Chile,𝐼𝑅𝑒𝑔𝑀,CINE-1,Educación primaria,3,Hombres,266,278,328,312,341,
Chile,𝐼𝑅𝑒𝑔𝑀,CINE-1,Educación primaria,3,Mujeres,140,158,152,153,204,
Chile,𝐼𝑅𝑒𝑔𝑀,CINE-1,Educación primaria,3,Urbano,384,411,460,445,526,
Chile,𝐼𝑅𝑒𝑔𝑀,CINE-1,Educación primaria,3,Rural,22,25,20,20,19,
Chile,𝐼𝑅𝑒𝑔𝑀,CINE-1,Educación primaria,4,Total,441,547,566,598,673,
Chile,𝐼𝑅𝑒𝑔𝑀,CINE-1,Educación primaria,4,Hombres,277,366,377,400,442,
Chile,𝐼𝑅𝑒𝑔𝑀,CINE-1,Educación primaria,4,Mujeres,164,181,189,198,231,
Chile,𝐼𝑅𝑒𝑔𝑀,CINE-1,Educación primaria,4,Urbano,421,520,544,573,645,
Chile,𝐼𝑅𝑒𝑔𝑀,CINE-1,Educación primaria,4,Rural,20,27,22,25,28,
Chile,𝐼𝑅𝑒𝑔𝑀,CINE-1,Educación primaria,5,Total,633,655,660,694,793,
Chile,𝐼𝑅𝑒𝑔𝑀,CINE-1,Educación primaria,5,Hombres,407,426,442,458,504,
Chile,𝐼𝑅𝑒𝑔𝑀,CINE-1,Educación primaria,5,Mujeres,226,229,218,236,289,
Chile,𝐼𝑅𝑒𝑔𝑀,CINE-1,Educación primaria,5,Urbano,603,628,627,660,759,
Chile,𝐼𝑅𝑒𝑔𝑀,CINE-1,Educación primaria,5,Rural,30,27,33,34,34,
Chile,𝐼𝑅𝑒𝑔𝑀,CINE-1,Educación primaria,6,Total,723,771,780,771,920,
Chile,𝐼𝑅𝑒𝑔𝑀,CINE-1,Educación primaria,6,Hombres,447,500,521,519,586,
Chile,𝐼𝑅𝑒𝑔𝑀,CINE-1,Educación primaria,6,Mujeres,276,271,259,252,334,
Chile,𝐼𝑅𝑒𝑔𝑀,CINE-1,Educación primaria,6,Urbano,686,734,749,743,874,
Chile,𝐼𝑅𝑒𝑔𝑀,CINE-1,Educación primaria,6,Rural,37,37,31,28,46,
Chile,𝐼𝑅𝑒𝑔𝑀,CINE-1,Educación primaria,7,Total,,,,,,
Chile,𝐼𝑅𝑒𝑔𝑀,CINE-1,Educación primaria,7,Hombres,,,,,,
Chile,𝐼𝑅𝑒𝑔𝑀,CINE-1,Educación primaria,7,Mujeres,,,,,,
Chile,𝐼𝑅𝑒𝑔𝑀,CINE-1,Educación primaria,7,Urbano,,,,,,
Chile,𝐼𝑅𝑒𝑔𝑀,CINE-1,Educación primaria,7,Rural,,,,,,
Chile,𝐼𝑅𝑒𝑔𝑀,CINE-1,Educación primaria,,Total,2694,2963,3001,2954,3575,
Chile,𝐼𝑅𝑒𝑔𝑀,CINE-1,Educación primaria,,Hombres,1698,1936,2022,1967,2252,
Chile,𝐼𝑅𝑒𝑔𝑀,CINE-1,Educación primaria,,Mujeres,996,1027,979,987,1323,
Chile,𝐼𝑅𝑒𝑔𝑀,CINE-1,Educación primaria,,Urbano,2560,2826,2872,2828,3419,
Chile,𝐼𝑅𝑒𝑔𝑀,CINE-1,Educación primaria,,Rural,134,137,129,126,156,
Chile,𝐼𝑅𝑒𝑔𝑀,CINE-2,Educación secundaria baja,1,Total,920,967,957,870,942,
Chile,𝐼𝑅𝑒𝑔𝑀,CINE-2,Educación secundaria baja,1,Hombres,581,613,621,582,606,
Chile,𝐼𝑅𝑒𝑔𝑀,CINE-2,Educación secundaria baja,1,Mujeres,339,354,336,288,336,
Chile,𝐼𝑅𝑒𝑔𝑀,CINE-2,Educación secundaria baja,1,Urbano,879,924,915,838,909,
Chile,𝐼𝑅𝑒𝑔𝑀,CINE-2,Educación secundaria baja,1,Rural,41,43,42,32,33,
Chile,𝐼𝑅𝑒𝑔𝑀,CINE-2,Educación secundaria baja,2,Total,1035,1040,1004,1054,1055,
Chile,𝐼𝑅𝑒𝑔𝑀,CINE-2,Educación secundaria baja,2,Hombres,631,648,640,678,695,
Chile,𝐼𝑅𝑒𝑔𝑀,CINE-2,Educación secundaria baja,2,Mujeres,404,392,364,376,360,
Chile,𝐼𝑅𝑒𝑔𝑀,CINE-2,Educación secundaria baja,2,Urbano,993,1002,954,1006,1009,
Chile,𝐼𝑅𝑒𝑔𝑀,CINE-2,Educación secundaria baja,2,Rural,42,38,50,48,46,
Chile,𝐼𝑅𝑒𝑔𝑀,CINE-2,Educación secundaria baja,3,Total,,,,,,
Chile,𝐼𝑅𝑒𝑔𝑀,CINE-2,Educación secundaria baja,3,Hombres,,,,,,
Chile,𝐼𝑅𝑒𝑔𝑀,CINE-2,Educación secundaria baja,3,Mujeres,,,,,,
Chile,𝐼𝑅𝑒𝑔𝑀,CINE-2,Educación secundaria baja,3,Urbano,,,,,,
Chile,𝐼𝑅𝑒𝑔𝑀,CINE-2,Educación secundaria baja,3,Rural,,,,,,
Chile,𝐼𝑅𝑒𝑔𝑀,CINE-2,Educación secundaria baja,4,Total,,,,,,
Chile,𝐼𝑅𝑒𝑔𝑀,CINE-2,Educación secundaria baja,4,Hombres,,,,,,
Chile,𝐼𝑅𝑒𝑔𝑀,CINE-2,Educación secundaria baja,4,Mujeres,,,,,,
Chile,𝐼𝑅𝑒𝑔𝑀,CINE-2,Educación secundaria baja,4,Urbano,,,,,,
Chile,𝐼𝑅𝑒𝑔𝑀,CINE-2,Educación secundaria baja,4,Rural,,,,,,
Chile,𝐼𝑅𝑒𝑔𝑀,CINE-2,Educación secundaria baja,,Total,1955,2007,1961,1924,1997,
Chile,𝐼𝑅𝑒𝑔𝑀,CINE-2,Educación secundaria baja,,Hombres,1212,1261,1261,1260,1301,
Chile,𝐼𝑅𝑒𝑔𝑀,CINE-2,Educación secundaria baja,,Mujeres,743,746,700,664,696,
Chile,𝐼𝑅𝑒𝑔𝑀,CINE-2,Educación secundaria baja,,Urbano,1872,1926,1869,1844,1918,
Chile,𝐼𝑅𝑒𝑔𝑀,CINE-2,Educación secundaria baja,,Rural,83,81,92,80,79,
Chile,𝐼𝑅𝐴𝑔𝑀,CINE-1,Educación primaria,1,Total,852,1071,442,763,2076,
Chile,𝐼𝑅𝐴𝑔𝑀,CINE-1,Educación primaria,1,Hombres,509,615,266,447,1194,
Chile,𝐼𝑅𝐴𝑔𝑀,CINE-1,Educación primaria,1,Mujeres,343,456,176,316,882,
Chile,𝐼𝑅𝐴𝑔𝑀,CINE-1,Educación primaria,1,Urbano,810,1023,426,724,1980,
Chile,𝐼𝑅𝐴𝑔𝑀,CINE-1,Educación primaria,1,Rural,42,48,16,39,96,
Chile,𝐼𝑅𝐴𝑔𝑀,CINE-1,Educación primaria,2,Total,633,897,385,693,1671,
Chile,𝐼𝑅𝐴𝑔𝑀,CINE-1,Educación primaria,2,Hombres,369,495,238,412,959,
Chile,𝐼𝑅𝐴𝑔𝑀,CINE-1,Educación primaria,2,Mujeres,264,402,147,281,712,
Chile,𝐼𝑅𝐴𝑔𝑀,CINE-1,Educación primaria,2,Urbano,605,858,375,669,1585,
Chile,𝐼𝑅𝐴𝑔𝑀,CINE-1,Educación primaria,2,Rural,28,39,10,24,86,
Chile,𝐼𝑅𝐴𝑔𝑀,CINE-1,Educación primaria,3,Total,564,786,384,663,1616,
Chile,𝐼𝑅𝐴𝑔𝑀,CINE-1,Educación primaria,3,Hombres,305,427,237,365,934,
Chile,𝐼𝑅𝐴𝑔𝑀,CINE-1,Educación primaria,3,Mujeres,259,359,147,298,682,
Chile,𝐼𝑅𝐴𝑔𝑀,CINE-1,Educación primaria,3,Urbano,539,742,375,638,1548,
Chile,𝐼𝑅𝐴𝑔𝑀,CINE-1,Educación primaria,3,Rural,25,44,9,25,68,
Chile,𝐼𝑅𝐴𝑔𝑀,CINE-1,Educación primaria,4,Total,504,682,388,645,1441,
Chile,𝐼𝑅𝐴𝑔𝑀,CINE-1,Educación primaria,4,Hombres,287,382,225,380,877,
Chile,𝐼𝑅𝐴𝑔𝑀,CINE-1,Educación primaria,4,Mujeres,217,300,163,265,564,
Chile,𝐼𝑅𝐴𝑔𝑀,CINE-1,Educación primaria,4,Urbano,482,653,382,614,1360,
Chile,𝐼𝑅𝐴𝑔𝑀,CINE-1,Educación primaria,4,Rural,22,29,6,31,81,
Chile,𝐼𝑅𝐴𝑔𝑀,CINE-1,Educación primaria,5,Total,459,657,326,570,1359,
Chile,𝐼𝑅𝐴𝑔𝑀,CINE-1,Educación primaria,5,Hombres,257,354,190,334,821,
